ECR,Player,Tipoff (ET),Opponent,Today,Yesterday,Difference,Name,Team,Pos,Key,Price,run_ts
-,Moses Brown (LAC - C),7:30PM,@ATL,"$3,700",-,-,Moses Brown,LAC,C,Moses Brown-LAC,3700,2023-01-28 14:32:59.448468
-,Louis King (PHI - SF/PF),3:00PM,DEN,"$3,500",-,-,Louis King,PHI,SF/PF,Louis King-PHI,3500,2023-01-28 14:32:59.448468
-,DaQuan Jeffries (NYK - SF),5:30PM,@BKN,"$3,500",-,-,DaQuan Jeffries,NYK,SF,DaQuan Jeffries-NYK,3500,2023-01-28 14:32:59.448468
301,Juan Toscano-Anderson (LAL - PF),8:30PM,@BOS,"$3,700",-,-,Juan Toscano-Anderson,LAL,PF,Juan Toscano-Anderson-LAL,3700,2023-01-28 14:32:59.448468
212,John Wall (LAC - PG/SG),7:30PM,@ATL,"$5,400",-,-,John Wall,LAC,PG/SG,John Wall-LAC,5400,2023-01-28 14:32:59.448468
24,Paul George (LAC - SG/SF),7:30PM,@ATL,"$8,600",-,-,Paul George,LAC,SG/SF,Paul George-LAC,8600,2023-01-28 14:32:59.448468
214,Patrick Beverley (LAL - PG/SG),8:30PM,@BOS,"$4,300",-,-,Patrick Beverley,LAL,PG/SG,Patrick Beverley-LAL,4300,2023-01-28 14:32:59.448468
-,Ish Smith (DEN - PG/SG),3:00PM,@PHI,"$3,500",-,-,Ish Smith,DEN,PG/SG,Ish Smith-DEN,3500,2023-01-28 14:32:59.448468
12,Kyrie Irving (BKN - PG/SG),5:30PM,NYK,"$10,300",-,-,Kyrie Irving,BKN,PG/SG,Kyrie Irving-BKN,10300,2023-01-28 14:32:59.448468
67,Jonas Valanciunas (NOR - C),8:00PM,WAS,"$7,400",-,-,Jonas Valanciunas,NOP,C,Jonas Valanciunas-NOP,7400,2023-01-28 14:32:59.448468
293,Bismack Biyombo (PHO - C),8:00PM,@SAS,"$4,900",-,-,Bismack Biyombo,PHX,C,Bismack Biyombo-PHX,4900,2023-01-28 14:32:59.448468
183,Alec Burks (DET - PG/SG),7:00PM,HOU,"$5,000",-,-,Alec Burks,DET,PG/SG,Alec Burks-DET,5000,2023-01-28 14:32:59.448468
-,Markieff Morris (BKN - PF/SF),5:30PM,NYK,"$3,500",-,-,Markieff Morris,BKN,PF/SF,Markieff Morris-BKN,3500,2023-01-28 14:32:59.448468
144,Marcus Morris Sr. (LAC - PF/SF),7:30PM,@ATL,"$4,500",-,-,Marcus Morris,LAC,PF/SF,Marcus Morris-LAC,4500,2023-01-28 14:32:59.448468
49,Kawhi Leonard (LAC - SF/PF),7:30PM,@ATL,"$9,500",-,-,Kawhi Leonard,LAC,SF/PF,Kawhi Leonard-LAC,9500,2023-01-28 14:32:59.448468
19,Nikola Vucevic (CHI - C),7:00PM,@ORL,"$8,200",-,-,Nikola Vucevic,CHI,C,Nikola Vucevic-CHI,8200,2023-01-28 14:32:59.448468
52,Tobias Harris (PHI - SF/PF),3:00PM,DEN,"$7,000",-,-,Tobias Harris,PHI,SF/PF,Tobias Harris-PHI,7000,2023-01-28 14:32:59.448468
177,Reggie Jackson (LAC - PG),7:30PM,@ATL,"$4,400",-,-,Reggie Jackson,LAC,PG,Reggie Jackson-LAC,4400,2023-01-28 14:32:59.448468
-,Cory Joseph (DET - PG),7:00PM,HOU,"$3,700",-,-,Cory Joseph,DET,PG,Cory Joseph-DET,3700,2023-01-28 14:32:59.448468
90,Bojan Bogdanovic (DET - SF/PF),7:00PM,HOU,"$6,900",-,-,Bojan Bogdanovic,DET,SF/PF,Bojan Bogdanovic-DET,6900,2023-01-28 14:32:59.448468
112,Onyeka Okongwu (ATL - C),7:30PM,LAC,"$5,200",-,-,Onyeka Okongwu,ATL,C,Onyeka Okongwu-ATL,5200,2023-01-28 14:32:59.448468
-,Zeke Nnaji (DEN - PF/C),3:00PM,@PHI,"$4,800",-,-,Zeke Nnaji,DEN,PF/C,Zeke Nnaji-DEN,4800,2023-01-28 14:32:59.448468
121,Isaiah Stewart (DET - C/PF),7:00PM,HOU,"$5,400",-,-,Isaiah Stewart,DET,C/PF,Isaiah Stewart-DET,5400,2023-01-28 14:32:59.448468
126,Patrick Williams (CHI - SF/PF),7:00PM,@ORL,"$5,100",-,-,Patrick Williams,CHI,SF/PF,Patrick Williams-CHI,5100,2023-01-28 14:32:59.448468
283,Udoka Azubuike (UTH - C),9:00PM,DAL,"$3,500",-,-,Udoka Azubuike,UTA,C,Udoka Azubuike-UTA,3500,2023-01-28 14:32:59.448468
-,Saben Lee (PHO - PG),8:00PM,@SAS,"$3,900",-,-,Saben Lee,PHX,PG,Saben Lee-PHX,3900,2023-01-28 14:32:59.448468
-,Vernon Carey Jr. (WAS - PF/C),8:00PM,@NOR,"$3,500",-,-,Vernon Carey,WAS,PF/C,Vernon Carey-WAS,3500,2023-01-28 14:32:59.448468
223,Precious Achiuwa (TOR - PF/C),10:00PM,@POR,"$5,600","$5,500",+100,Precious Achiuwa,TOR,PF/C,Precious Achiuwa-TOR,5600,2023-01-28 14:32:59.448468
-,Kira Lewis Jr. (NOR - PG),8:00PM,WAS,"$3,500",-,-,Kira Lewis,NOP,PG,Kira Lewis-NOP,3500,2023-01-28 14:32:59.448468
115,Jaden McDaniels (MIN - SF/PF),8:00PM,SAC,"$5,100","$5,500",-400,Jaden McDaniels,MIN,SF/PF,Jaden McDaniels-MIN,5100,2023-01-28 14:32:59.448468
18,Anthony Edwards (MIN - SG/SF),8:00PM,SAC,"$9,300","$9,200",+100,Anthony Edwards,MIN,SG/SF,Anthony Edwards-MIN,9300,2023-01-28 14:32:59.448468
78,Tre Jones (SAS - PG),8:00PM,PHO,"$6,200",-,-,Tre Jones,SAS,PG,Tre Jones-SAS,6200,2023-01-28 14:32:59.448468
150,Devin Vassell (SAS - SG),8:00PM,PHO,"$6,500",-,-,Devin Vassell,SAS,SG,Devin Vassell-SAS,6500,2023-01-28 14:32:59.448468
302,Josh Green (DAL - SG),9:00PM,@UTH,"$4,300",-,-,Josh Green,DAL,SG,Josh Green-DAL,4300,2023-01-28 14:32:59.448468
158,Cole Anthony (ORL - PG/SG),7:00PM,CHI,"$5,700","$5,700",0,Cole Anthony,ORL,PG/SG,Cole Anthony-ORL,5700,2023-01-28 14:32:59.448468
119,Saddiq Bey (DET - SF),7:00PM,HOU,"$6,500",-,-,Saddiq Bey,DET,SF,Saddiq Bey-DET,6500,2023-01-28 14:32:59.448468
314,Paul Reed (PHI - C),3:00PM,DEN,"$4,200",-,-,Paul Reed,PHI,C,Paul Reed-PHI,4200,2023-01-28 14:32:59.448468
70,Tyrese Maxey (PHI - PG/SG),3:00PM,DEN,"$6,600",-,-,Tyrese Maxey,PHI,PG/SG,Tyrese Maxey-PHI,6600,2023-01-28 14:32:59.448468
-,Payton Pritchard (BOS - PG/SG),8:30PM,LAL,"$4,400",-,-,Payton Pritchard,BOS,PG/SG,Payton Pritchard-BOS,4400,2023-01-28 14:32:59.448468
197,Obi Toppin (NYK - PF),5:30PM,@BKN,"$3,800",-,-,Obi Toppin,NYK,PF,Obi Toppin-NYK,3800,2023-01-28 14:32:59.448468
-,Malachi Flynn (TOR - PG/SG),10:00PM,@POR,"$3,700","$3,700",0,Malachi Flynn,TOR,PG/SG,Malachi Flynn-TOR,3700,2023-01-28 14:32:59.448468
166,Immanuel Quickley (NYK - SG/PG),5:30PM,@BKN,"$5,100",-,-,Immanuel Quickley,NYK,SG/PG,Immanuel Quickley-NYK,5100,2023-01-28 14:32:59.448468
-,Trent Forrest (ATL - SG),7:30PM,LAC,"$3,500",-,-,Trent Forrest,ATL,SG,Trent Forrest-ATL,3500,2023-01-28 14:32:59.448468
-,Davis Bertans (DAL - SF),9:00PM,@UTH,"$3,600",-,-,Davis Bertans,DAL,SF,Davis Bertans-DAL,3600,2023-01-28 14:32:59.448468
118,Killian Hayes (DET - PG),7:00PM,HOU,"$6,700",-,-,Killian Hayes,DET,PG,Killian Hayes-DET,6700,2023-01-28 14:32:59.448468
-,Nathan Knight (MIN - PF),8:00PM,SAC,"$3,800","$3,800",0,Nathan Knight,MIN,PF,Nathan Knight-MIN,3800,2023-01-28 14:32:59.448468
209,Kenyon Martin Jr. (HOU - SF/PF),7:00PM,@DET,"$5,600",-,-,Kenyon Martin,HOU,SF/PF,Kenyon Martin-HOU,5600,2023-01-28 14:32:59.448468
-,Marko Simonovic (CHI - C),7:00PM,@ORL,"$3,500",-,-,Marko Simonovic,CHI,C,Marko Simonovic-CHI,3500,2023-01-28 14:32:59.448468
-,Leandro Bolmaro (UTH - SF),9:00PM,DAL,"$3,500",-,-,Leandro Bolmaro,UTA,SF,Leandro Bolmaro-UTA,3500,2023-01-28 14:32:59.448468
174,Deni Avdija (WAS - SF/PF),8:00PM,@NOR,"$5,800",-,-,Deni Avdija,WAS,SF/PF,Deni Avdija-WAS,5800,2023-01-28 14:32:59.448468
-,Vit Krejci (ATL - PG),7:30PM,LAC,"$3,500",-,-,Vit Krejci,ATL,PG,Vit Krejci-ATL,3500,2023-01-28 14:32:59.448468
-,R.J. Hampton Jr. (ORL - PG/SG),7:00PM,CHI,"$3,500","$3,500",0,R.J. Hampton,ORL,PG/SG,R.J. Hampton-ORL,3500,2023-01-28 14:32:59.448468
-,Anthony Gill (WAS - PF),8:00PM,@NOR,"$3,800",-,-,Anthony Gill,WAS,PF,Anthony Gill-WAS,3800,2023-01-28 14:32:59.448468
182,Jae'Sean Tate (HOU - SF/PF),7:00PM,@DET,"$4,300",-,-,Jae'Sean Tate,HOU,SF/PF,Jae'Sean Tate-HOU,4300,2023-01-28 14:32:59.448468
-,Naji Marshall (NOR - SF),8:00PM,WAS,"$5,600",-,-,Naji Marshall,NOP,SF,Naji Marshall-NOP,5600,2023-01-28 14:32:59.448468
-,Kevon Harris (ORL - SG),7:00PM,CHI,"$3,600","$3,600",0,Kevon Harris,ORL,SG,Kevon Harris-ORL,3600,2023-01-28 14:32:59.448468
100,Spencer Dinwiddie (DAL - PG/SG),9:00PM,@UTH,"$8,000",-,-,Spencer Dinwiddie,DAL,PG/SG,Spencer Dinwiddie-DAL,8000,2023-01-28 14:32:59.448468
181,Andre Drummond (CHI - C),7:00PM,@ORL,"$3,800",-,-,Andre Drummond,CHI,C,Andre Drummond-CHI,3800,2023-01-28 14:32:59.448468
184,Seth Curry (BKN - PG/SG),5:30PM,NYK,"$5,200",-,-,Seth Curry,BKN,PG/SG,Seth Curry-BKN,5200,2023-01-28 14:32:59.448468
-,Austin Rivers (MIN - SG/PG),8:00PM,SAC,"$3,900","$3,900",0,Austin Rivers,MIN,SG/PG,Austin Rivers-MIN,3900,2023-01-28 14:32:59.448468
35,Bradley Beal (WAS - SG),8:00PM,@NOR,"$8,000",-,-,Bradley Beal,WAS,SG,Bradley Beal-WAS,8000,2023-01-28 14:32:59.448468
257,Otto Porter Jr. (TOR - SF/PF),10:00PM,@POR,"$3,500","$3,500",0,Otto Porter,TOR,SF/PF,Otto Porter-TOR,3500,2023-01-28 14:32:59.448468
148,Kentavious Caldwell-Pope (DEN - SG/SF),3:00PM,@PHI,"$5,000",-,-,Kentavious Caldwell-Pope,DEN,SG/SF,Kentavious Caldwell-Pope-DEN,5000,2023-01-28 14:32:59.448468
-,Rodney McGruder (DET - SG),7:00PM,HOU,"$3,500",-,-,Rodney McGruder,DET,SG,Rodney McGruder-DET,3500,2023-01-28 14:32:59.448468
68,Anthony Davis (LAL - PF/C),8:30PM,@BOS,"$10,700",-,-,Anthony Davis,LAL,PF/C,Anthony Davis-LAL,10700,2023-01-28 14:32:59.448468
-,Gorgui Dieng (SAS - C),8:00PM,PHO,"$3,600",-,-,Gorgui Dieng,SAS,C,Gorgui Dieng-SAS,3600,2023-01-28 14:32:59.448468
-,Josh Christopher (HOU - SG),7:00PM,@DET,"$3,600",-,-,Josh Christopher,HOU,SG,Josh Christopher-HOU,3600,2023-01-28 14:32:59.448468
-,Keon Johnson (POR - SG),10:00PM,TOR,"$3,500",-,-,Keon Johnson,POR,SG,Keon Johnson-POR,3500,2023-01-28 14:32:59.448468
-,Brandon Boston Jr. (LAC - SG),7:30PM,@ATL,"$3,600",-,-,Brandon Boston,LAC,SG,Brandon Boston-LAC,3600,2023-01-28 14:32:59.448468
-,Jason Preston (LAC - PG),7:30PM,@ATL,"$3,600",-,-,Jason Preston,LAC,PG,Jason Preston-LAC,3600,2023-01-28 14:32:59.448468
-,Luka Garza (MIN - C),8:00PM,SAC,"$3,600","$3,600",0,Luka Garza,MIN,C,Luka Garza-MIN,3600,2023-01-28 14:32:59.448468
230,Cade Cunningham (DET - PG/SG),7:00PM,HOU,"$3,500",-,-,Cade Cunningham,DET,PG/SG,Cade Cunningham-DET,3500,2023-01-28 14:32:59.448468
213,Isaiah Livers (DET - PF),7:00PM,HOU,"$3,900",-,-,Isaiah Livers,DET,PF,Isaiah Livers-DET,3900,2023-01-28 14:32:59.448468
-,Neemias Queta (SAC - C),8:00PM,@MIN,"$3,500",-,-,Neemias Queta,SAC,C,Neemias Queta-SAC,3500,2023-01-28 14:32:59.448468
218,Davion Mitchell (SAC - PG),8:00PM,@MIN,"$3,800",-,-,Davion Mitchell,SAC,PG,Davion Mitchell-SAC,3800,2023-01-28 14:32:59.448468
-,Joe Wieskamp (TOR - SF),10:00PM,@POR,"$3,500","$3,500",0,Joe Wieskamp,TOR,SF,Joe Wieskamp-TOR,3500,2023-01-28 14:32:59.448468
233,Corey Kispert (WAS - SF),8:00PM,@NOR,"$4,200",-,-,Corey Kispert,WAS,SF,Corey Kispert-WAS,4200,2023-01-28 14:32:59.448468
-,Dalano Banton (TOR - PG),10:00PM,@POR,"$3,500","$3,500",0,Dalano Banton,TOR,PG,Dalano Banton-TOR,3500,2023-01-28 14:32:59.448468
60,Scottie Barnes (TOR - PF/SF),10:00PM,@POR,"$8,100","$8,200",-100,Scottie Barnes,TOR,PF/SF,Scottie Barnes-TOR,8100,2023-01-28 14:32:59.448468
-,Greg Brown III (POR - PF),10:00PM,TOR,"$3,500",-,-,Greg Brown,POR,PF,Greg Brown-POR,3500,2023-01-28 14:32:59.448468
-,Miles McBride (NYK - PG),5:30PM,@BKN,"$3,700",-,-,Miles McBride,NYK,PG,Miles McBride-NYK,3700,2023-01-28 14:32:59.448468
310,Jericho Sims (NYK - C),5:30PM,@BKN,"$4,700",-,-,Jericho Sims,NYK,C,Jericho Sims-NYK,4700,2023-01-28 14:32:59.448468
176,Quentin Grimes (NYK - SG/SF),5:30PM,@BKN,"$4,600",-,-,Quentin Grimes,NYK,SG/SF,Quentin Grimes-NYK,4600,2023-01-28 14:32:59.448468
284,Jalen Johnson (ATL - SF),7:30PM,LAC,"$4,000",-,-,Jalen Johnson,ATL,SF,Jalen Johnson-ATL,4000,2023-01-28 14:32:59.448468
149,Bones Hyland (DEN - PG),3:00PM,@PHI,"$4,700",-,-,Bones Hyland,DEN,PG,Bones Hyland-DEN,4700,2023-01-28 14:32:59.448468
-,Kessler Edwards (BKN - SF),5:30PM,NYK,"$3,500",-,-,Kessler Edwards,BKN,SF,Kessler Edwards-BKN,3500,2023-01-28 14:32:59.448468
-,Cam Thomas (BKN - SG),5:30PM,NYK,"$3,900",-,-,Cam Thomas,BKN,SG,Cam Thomas-BKN,3900,2023-01-28 14:32:59.448468
259,Day'Ron Sharpe (BKN - PF),5:30PM,NYK,"$3,600",-,-,Day'Ron Sharpe,BKN,PF,Day'Ron Sharpe-BKN,3600,2023-01-28 14:32:59.448468
-,Jaden Springer (PHI - PG),3:00PM,DEN,"$3,600",-,-,Jaden Springer,PHI,PG,Jaden Springer-PHI,3600,2023-01-28 14:32:59.448468
248,Charles Bassey (SAS - C),8:00PM,PHO,"$3,500",-,-,Charles Bassey,SAS,C,Charles Bassey-SAS,3500,2023-01-28 14:32:59.448468
188,Trey Murphy III (NOR - SF),8:00PM,WAS,"$5,300",-,-,Trey Murphy,NOP,SF,Trey Murphy-NOP,5300,2023-01-28 14:32:59.448468
96,Herbert Jones (NOR - SG/SF),8:00PM,WAS,"$5,300",-,-,Herbert Jones,NOP,SG/SF,Herbert Jones-NOP,5300,2023-01-28 14:32:59.448468
189,Ayo Dosunmu (CHI - PG/SG),7:00PM,@ORL,"$4,300",-,-,Ayo Dosunmu,CHI,PG/SG,Ayo Dosunmu-CHI,4300,2023-01-28 14:32:59.448468
161,Jalen Suggs (ORL - PG/SG),7:00PM,CHI,"$4,400","$4,600",-200,Jalen Suggs,ORL,PG/SG,Jalen Suggs-ORL,4400,2023-01-28 14:32:59.448468
62,Franz Wagner (ORL - SF/SG),7:00PM,CHI,"$7,300","$7,100",+200,Franz Wagner,ORL,SF/SG,Franz Wagner-ORL,7300,2023-01-28 14:32:59.448468
304,Usman Garuba (HOU - PF),7:00PM,@DET,"$3,700",-,-,Usman Garuba,HOU,PF,Usman Garuba-HOU,3700,2023-01-28 14:32:59.448468
86,Jalen Green (HOU - SG/PG),7:00PM,@DET,"$7,400",-,-,Jalen Green,HOU,SG/PG,Jalen Green-HOU,7400,2023-01-28 14:32:59.448468
43,Alperen Sengun (HOU - C),7:00PM,@DET,"$8,400",-,-,Alperen Sengun,HOU,C,Alperen Sengun-HOU,8400,2023-01-28 14:32:59.448468
-,Isaiah Todd (WAS - PF),8:00PM,@NOR,"$3,500",-,-,Isaiah Todd,WAS,PF,Isaiah Todd-WAS,3500,2023-01-28 14:32:59.448468
260,Jae Crowder (PHO - PF/SF),8:00PM,@SAS,"$3,500",-,-,Jae Crowder,PHX,PF/SF,Jae Crowder-PHX,3500,2023-01-28 14:32:59.448468
165,Austin Reaves (LAL - SF/SG),8:30PM,@BOS,"$4,600",-,-,Austin Reaves,LAL,SF/SG,Austin Reaves-LAL,4600,2023-01-28 14:32:59.448468
307,Jock Landale (PHO - C),8:00PM,@SAS,"$4,700",-,-,Jock Landale,PHX,C,Jock Landale-PHX,4700,2023-01-28 14:32:59.448468
-,Alex Len (SAC - C/PF),8:00PM,@MIN,"$3,500",-,-,Alex Len,SAC,C/PF,Alex Len-SAC,3500,2023-01-28 14:32:59.448468
-,Ish Wainright (PHO - SF),8:00PM,@SAS,"$3,700",-,-,Ish Wainright,PHX,SF,Ish Wainright-PHX,3700,2023-01-28 14:32:59.448468
-,Duane Washington Jr. (PHO - SG),8:00PM,@SAS,"$3,800",-,-,Duane Washington,PHX,SG,Duane Washington-PHX,3800,2023-01-28 14:32:59.448468
186,Jose Alvarado (NOR - PG),8:00PM,WAS,"$4,600",-,-,Jose Alvarado,NOP,PG,Jose Alvarado-NOP,4600,2023-01-28 14:32:59.448468
152,Tim Hardaway Jr. (DAL - SG/SF),9:00PM,@UTH,"$5,300",-,-,Tim Hardaway,DAL,SG/SF,Tim Hardaway-DAL,5300,2023-01-28 14:32:59.448468
312,Sam Hauser (BOS - SF),8:30PM,LAL,"$3,800",-,-,Sam Hauser,BOS,SF,Sam Hauser-BOS,3800,2023-01-28 14:32:59.448468
-,Trendon Watford (POR - PF),10:00PM,TOR,"$3,600",-,-,Trendon Watford,POR,PF,Trendon Watford-POR,3600,2023-01-28 14:32:59.448468
92,Harrison Barnes (SAC - SF/PF),8:00PM,@MIN,"$6,200",-,-,Harrison Barnes,SAC,SF/PF,Harrison Barnes-SAC,6200,2023-01-28 14:32:59.448468
222,Reggie Bullock (DAL - SG/SF),9:00PM,@UTH,"$4,100",-,-,Reggie Bullock,DAL,SG/SF,Reggie Bullock-DAL,4100,2023-01-28 14:32:59.448468
-,A.J. Lawson (DAL - SG),9:00PM,@UTH,"$3,500",-,-,A.J. Lawson,DAL,SG,A.J. Lawson-DAL,3500,2023-01-28 14:32:59.448468
276,Jordan Goodwin (WAS - PG),8:00PM,@NOR,"$4,000",-,-,Jordan Goodwin,WAS,PG,Jordan Goodwin-WAS,4000,2023-01-28 14:32:59.448468
-,Carlik Jones (CHI - PG),7:00PM,@ORL,"$3,500",-,-,Carlik Jones,CHI,PG,Carlik Jones-CHI,3500,2023-01-28 14:32:59.448468
-,Khem Birch (TOR - C/PF),10:00PM,@POR,"$3,500","$3,500",0,Khem Birch,TOR,C/PF,Khem Birch-TOR,3500,2023-01-28 14:32:59.448468
-,Daishen Nix (HOU - PG),7:00PM,@DET,"$3,600",-,-,Daishen Nix,HOU,PG,Daishen Nix-HOU,3600,2023-01-28 14:32:59.448468
-,Jeff Dowtin Jr. (TOR - PG),10:00PM,@POR,"$3,500","$3,500",0,Jeff Dowtin,TOR,PG,Jeff Dowtin-TOR,3500,2023-01-28 14:32:59.448468
-,Malcolm Hill (CHI - SF),7:00PM,@ORL,"$3,500",-,-,Malcolm Hill,CHI,SF,Malcolm Hill-CHI,3500,2023-01-28 14:32:59.448468
-,Micah Potter (UTH - PF),9:00PM,DAL,"$3,500",-,-,Micah Potter,UTA,PF,Micah Potter-UTA,3500,2023-01-28 14:32:59.448468
-,Dru Smith (BKN - SG),5:30PM,NYK,"$3,500",-,-,Dru Smith,BKN,SG,Dru Smith-BKN,3500,2023-01-28 14:32:59.448468
-,David Duke Jr. (BKN - SG),5:30PM,NYK,"$3,500",-,-,David Duke,BKN,SG,David Duke-BKN,3500,2023-01-28 14:32:59.448468
250,Dwight Powell (DAL - C/PF),9:00PM,@UTH,"$4,900",-,-,Dwight Powell,DAL,C/PF,Dwight Powell-DAL,4900,2023-01-28 14:32:59.448468
171,Josh Richardson (SAS - SF/SG),8:00PM,PHO,"$5,600",-,-,Josh Richardson,SAS,SF/SG,Josh Richardson-SAS,5600,2023-01-28 14:32:59.448468
-,Matt Ryan (MIN - SF),8:00PM,SAC,"$3,500","$3,500",0,Matt Ryan,MIN,SF,Matt Ryan-MIN,3500,2023-01-28 14:32:59.448468
134,Norman Powell (LAC - SF/SG),7:30PM,@ATL,"$6,400",-,-,Norman Powell,LAC,SF/SG,Norman Powell-LAC,6400,2023-01-28 14:32:59.448468
120,Malcolm Brogdon (BOS - PG/SG),8:30PM,LAL,"$5,800",-,-,Malcolm Brogdon,BOS,PG/SG,Malcolm Brogdon-BOS,5800,2023-01-28 14:32:59.448468
191,Joe Harris (BKN - SG/SF),5:30PM,NYK,"$4,300",-,-,Joe Harris,BKN,SG/SF,Joe Harris-BKN,4300,2023-01-28 14:32:59.448468
133,Dorian Finney-Smith (DAL - SF/PF),9:00PM,@UTH,"$4,900",-,-,Dorian Finney-Smith,DAL,SF/PF,Dorian Finney-Smith-DAL,4900,2023-01-28 14:32:59.448468
244,Terrence Ross (ORL - SG/SF),7:00PM,CHI,"$3,900","$4,000",-100,Terrence Ross,ORL,SG/SF,Terrence Ross-ORL,3900,2023-01-28 14:32:59.448468
-,Frank Kaminsky III (ATL - PF/C),7:30PM,LAC,"$3,800",-,-,Frank Kaminsky,ATL,PF/C,Frank Kaminsky-ATL,3800,2023-01-28 14:32:59.448468
269,Justin Holiday (ATL - SF/SG),7:30PM,LAC,"$3,500",-,-,Justin Holiday,ATL,SF/SG,Justin Holiday-ATL,3500,2023-01-28 14:32:59.448468
-,Johnny Juzang (UTH - SF),9:00PM,DAL,"$3,500",-,-,Johnny Juzang,UTA,SF,Johnny Juzang-UTA,3500,2023-01-28 14:32:59.448468
-,Ron Harper Jr. (TOR - SF),10:00PM,@POR,"$3,500","$3,500",0,Ron Harper,TOR,SF,Ron Harper-TOR,3500,2023-01-28 14:32:59.448468
-,Scotty Pippen Jr. (LAL - PG),8:30PM,@BOS,"$3,500",-,-,Scotty Pippen,LAL,PG,Scotty Pippen-LAL,3500,2023-01-28 14:32:59.448468
-,Trevor Hudgins (HOU - PG),7:00PM,@DET,"$3,500",-,-,Trevor Hudgins,HOU,PG,Trevor Hudgins-HOU,3500,2023-01-28 14:32:59.448468
-,Collin Gillespie (DEN - PG),3:00PM,@PHI,"$3,500",-,-,Collin Gillespie,DEN,PG,Collin Gillespie-DEN,3500,2023-01-28 14:32:59.448468
-,Keon Ellis (SAC - SG),8:00PM,@MIN,"$3,500",-,-,Keon Ellis,SAC,SG,Keon Ellis-SAC,3500,2023-01-28 14:32:59.448468
-,Dereon Seabron (NOR - SG),8:00PM,WAS,"$3,500",-,-,Dereon Seabron,NOP,SG,Dereon Seabron-NOP,3500,2023-01-28 14:32:59.448468
-,Cole Swider (LAL - SF),8:30PM,@BOS,"$3,500",-,-,Cole Swider,LAL,SF,Cole Swider-LAL,3500,2023-01-28 14:32:59.448468
-,Christian Braun (DEN - SG),3:00PM,@PHI,"$3,900",-,-,Christian Braun,DEN,SG,Christian Braun-DEN,3900,2023-01-28 14:32:59.448468
305,Malaki Branham (SAS - SF),8:00PM,PHO,"$4,000",-,-,Malaki Branham,SAS,SF,Malaki Branham-SAS,4000,2023-01-28 14:32:59.448468
204,Jeremy Sochan (SAS - SF/PF),8:00PM,PHO,"$5,200",-,-,Jeremy Sochan,SAS,SF/PF,Jeremy Sochan-SAS,5200,2023-01-28 14:32:59.448468
-,Blake Wesley (SAS - SG),8:00PM,PHO,"$3,600",-,-,Blake Wesley,SAS,SG,Blake Wesley-SAS,3600,2023-01-28 14:32:59.448468
-,Max Christie (LAL - SG),8:30PM,@BOS,"$3,700",-,-,Max Christie,LAL,SG,Max Christie-LAL,3700,2023-01-28 14:32:59.448468
255,AJ Griffin (ATL - SF),7:30PM,LAC,"$4,000",-,-,AJ Griffin,ATL,SF,AJ Griffin-ATL,4000,2023-01-28 14:32:59.448468
-,Tyrese Martin (ATL - SG),7:30PM,LAC,"$3,500",-,-,Tyrese Martin,ATL,SG,Tyrese Martin-ATL,3500,2023-01-28 14:32:59.448468
-,Peyton Watson (DEN - SG),3:00PM,@PHI,"$3,500",-,-,Peyton Watson,DEN,SG,Peyton Watson-DEN,3500,2023-01-28 14:32:59.448468
-,JD Davison (BOS - PG),8:30PM,LAL,"$3,500",-,-,JD Davison,BOS,PG,JD Davison-BOS,3500,2023-01-28 14:32:59.448468
-,Dalen Terry (CHI - SG),7:00PM,@ORL,"$3,500",-,-,Dalen Terry,CHI,SG,Dalen Terry-CHI,3500,2023-01-28 14:32:59.448468
-,Jabari Walker (POR - SF),10:00PM,TOR,"$3,700",-,-,Jabari Walker,POR,SF,Jabari Walker-POR,3700,2023-01-28 14:32:59.448468
-,Moussa Diabate (LAC - PF),7:30PM,@ATL,"$3,600",-,-,Moussa Diabate,LAC,PF,Moussa Diabate-LAC,3600,2023-01-28 14:32:59.448468
-,Johnny Davis (WAS - SG),8:00PM,@NOR,"$3,500",-,-,Johnny Davis,WAS,SG,Johnny Davis-WAS,3500,2023-01-28 14:32:59.448468
98,Jabari Smith Jr. (HOU - PF),7:00PM,@DET,"$5,500",-,-,Jabari Smith,HOU,PF,Jabari Smith-HOU,5500,2023-01-28 14:32:59.448468
-,TyTy Washington Jr. (HOU - PG),7:00PM,@DET,"$3,800",-,-,TyTy Washington,HOU,PG,TyTy Washington-HOU,3800,2023-01-28 14:32:59.448468
202,Tari Eason (HOU - SF),7:00PM,@DET,"$5,100",-,-,Tari Eason,HOU,SF,Tari Eason-HOU,5100,2023-01-28 14:32:59.448468
74,Paolo Banchero (ORL - PF/SF),7:00PM,CHI,"$7,600","$7,500",+100,Paolo Banchero,ORL,PF/SF,Paolo Banchero-ORL,7600,2023-01-28 14:32:59.448468
-,Caleb Houstan (ORL - SF),7:00PM,CHI,"$3,800","$3,800",0,Caleb Houstan,ORL,SF,Caleb Houstan-ORL,3800,2023-01-28 14:32:59.448468
-,Trevor Keels (NYK - SG),5:30PM,@BKN,"$3,500",-,-,Trevor Keels,NYK,SG,Trevor Keels-NYK,3500,2023-01-28 14:32:59.448468
-,Christian Koloko (TOR - C),10:00PM,@POR,"$3,800","$3,800",0,Christian Koloko,TOR,C,Christian Koloko-TOR,3800,2023-01-28 14:32:59.448468
